Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],34399,0,510.0,657.4681238089223,281.8440832197666,11057.469416875392,103.0,114.60143947090204,0.0,510,570,630,700,1100,1600,2300,3600,9600,11000,11000
,Aggregated,34399,0,510.0,657.4681238089223,281.8440832197666,11057.469416875392,103.0,114.60143947090204,0.0,510,570,630,700,1100,1600,2300,3600,9600,11000,11000
