timestamp_utc,total_lag
2026-04-21T09:58:51Z,0
2026-04-21T09:58:59Z,0
2026-04-21T09:59:07Z,0
2026-04-21T09:59:15Z,0
2026-04-21T09:59:23Z,0
2026-04-21T09:59:31Z,0
2026-04-21T09:59:39Z,0
2026-04-21T09:59:47Z,0
2026-04-21T09:59:55Z,0
2026-04-21T10:00:07Z,0
2026-04-21T10:00:15Z,0
2026-04-21T10:00:23Z,0
2026-04-21T10:00:31Z,0
2026-04-21T10:00:39Z,0
2026-04-21T10:00:48Z,0
2026-04-21T10:00:56Z,0
2026-04-21T10:01:06Z,0
2026-04-21T10:01:14Z,0
2026-04-21T10:01:21Z,0
2026-04-21T10:01:30Z,0
2026-04-21T10:01:38Z,0
2026-04-21T10:01:46Z,0
2026-04-21T10:01:53Z,0
2026-04-21T10:02:02Z,0
2026-04-21T10:02:09Z,0
2026-04-21T10:02:18Z,0
2026-04-21T10:02:26Z,0
2026-04-21T10:02:34Z,0
2026-04-21T10:02:43Z,0
2026-04-21T10:02:51Z,0
2026-04-21T10:03:00Z,0
2026-04-21T10:03:08Z,0
2026-04-21T10:03:16Z,0
2026-04-21T10:03:23Z,0
2026-04-21T10:03:31Z,0
2026-04-21T10:03:39Z,0
2026-04-21T10:03:47Z,0
2026-04-21T10:03:55Z,0
2026-04-21T10:04:04Z,0
2026-04-21T10:04:12Z,0
2026-04-21T10:04:21Z,0
2026-04-21T10:04:29Z,0
2026-04-21T10:04:36Z,0
2026-04-21T10:04:44Z,0
2026-04-21T10:04:52Z,0
2026-04-21T10:05:00Z,0
2026-04-21T10:05:08Z,0
2026-04-21T10:05:16Z,0
2026-04-21T10:05:27Z,0
2026-04-21T10:05:35Z,0
2026-04-21T10:05:43Z,0
2026-04-21T10:05:51Z,0
2026-04-21T10:05:59Z,0
2026-04-21T10:06:08Z,0
2026-04-21T10:06:15Z,0
2026-04-21T10:06:23Z,0
2026-04-21T10:06:32Z,0
2026-04-21T10:06:40Z,0
2026-04-21T10:06:48Z,0
2026-04-21T10:06:56Z,0
2026-04-21T10:07:05Z,0
2026-04-21T10:07:13Z,0
