Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],9746,550,1000.0,5174.922964787797,1.8534099999669706,40804.57346700132,103.88815924481838,20.284718508422603,1.144735807473059,1000,1400,7800,9700,19000,28000,38000,39000,40000,41000,41000
,Aggregated,9746,550,1000.0,5174.922964787797,1.8534099999669706,40804.57346700132,103.88815924481838,20.284718508422603,1.144735807473059,1000,1400,7800,9700,19000,28000,38000,39000,40000,41000,41000
