timestamp_ms,key,delta_ms
1775447936003,key-7,91
1775447936085,key-49,165
1775447936142,key-49,222
1775447936299,key-15,280
1775447936302,key-50,229
1775447936305,key-41,386
1775447936395,key-32,322
1775447936458,key-15,439
1775447936472,key-32,399
1775447936811,key-12,161
1775447936884,key-15,865
1775447936901,key-10,189
1775447936946,key-8,233
1775447936947,key-5,297
1775447937080,key-10,368
1775447937121,key-10,409
1775447937242,key-8,529
1775447937351,key-5,337
1775447937352,key-7,438
1775447937353,key-10,641
1775447937354,key-15,160
1775447937511,key-7,597
1775447937513,key-10,801
1775447937515,key-38,236
1775447937646,key-38,188
1775447937657,key-49,115
1775447937659,key-31,145
1775447937717,key-10,1005
1775447937753,key-50,156
1775447937761,key-30,903
1775447937916,key-43,374
1775447937966,key-5,952
1775447937967,key-18,111
1775447937973,key-30,1115
1775447938063,key-29,173
1775447938117,key-27,207
1775447938145,key-12,136
1775447938224,key-8,1511
1775447938301,key-48,116
1775447938308,key-34,138
1775447938357,key-49,602
1775447938358,key-34,188
1775447938365,key-4,509
1775447938366,key-12,357
1775447938367,key-12,358
1775447938391,key-30,1533
1775447938422,key-8,1709
1775447938438,key-48,253
1775447938443,key-12,434
1775447938546,key-4,137
1775447938562,key-4,153
1775447938581,key-46,228
1775447938635,key-34,465
1775447938638,key-13,146
1775447938659,key-4,250
1775447938678,key-6,84
1775447938714,key-11,221
1775447938763,key-40,269
1775447938792,key-13,300
1775447938795,key-13,303
1775447938825,key-26,321
1775447938840,key-13,348
1775447938907,key-9,1053
1775447938928,key-6,334
1775447938929,key-5,217
1775447938942,key-4,318
1775447938944,key-6,350
1775447938958,key-26,243
1775447938960,key-25,153
1775447938963,key-6,369
1775447938983,key-40,489
1775447938983,key-26,268
1775447938984,key-24,145
1775447939039,key-30,2181
1775447939044,key-27,83
1775447939046,key-13,554
1775447939052,key-27,91
1775447939069,key-27,108
1775447939079,key-28,98
1775447939091,key-44,220
1775447939103,key-24,264
1775447939120,key-21,616
1775447939149,key-6,555
1775447939166,key-6,572
1775447939176,key-24,337
1775447939201,key-28,126
1775447939206,key-40,213
1775447939235,key-44,364
1775447939235,key-41,3316
1775447939237,key-1,276
1775447939251,key-6,657
1775447939300,key-43,439
1775447939307,key-43,446
1775447939340,key-6,746
1775447939341,key-44,470
1775447939368,key-2,133
1775447939368,key-41,3449
1775447939368,key-37,202
1775447939372,key-21,868
1775447939403,key-6,809
1775447939417,key-11,159
1775447939433,key-1,472
1775447939474,key-34,864
1775447939485,key-11,227
1775447939565,key-37,399
1775447939655,key-39,186
1775447939684,key-39,215
1775447939700,key-6,1106
1775447939713,key-7,110
1775447939731,key-14,471
1775447939749,key-39,280
1775447939751,key-11,493
1775447939751,key-19,246
1775447939756,key-19,251
1775447939802,key-44,238
1775447939853,key-22,178
1775447939854,key-22,179
1775447939855,key-4,125
1775447939872,key-49,230
1775447939896,key-39,427
1775447939938,key-4,208
1775447939955,key-4,225
1775447939957,key-24,254
1775447939958,key-29,2068
1775447939978,key-19,473
1775447939980,key-47,176
1775447939982,key-13,117
1775447940007,key-4,110
1775447940065,key-17,204
1775447940082,key-6,106
1775447940083,key-24,380
1775447940146,key-25,575
1775447940164,key-4,267
1775447940165,key-20,156
1775447940197,key-6,221
1775447940222,key-19,717
1775447940237,key-29,2347
1775447940243,key-20,234
1775447940252,key-14,992
1775447940312,key-15,2568
1775447940314,key-38,710
1775447940329,key-4,432
1775447940354,key-11,269
1775447940364,key-19,859
1775447940365,key-21,217
1775447940366,key-4,469
1775447940389,key-8,364
1775447940402,key-15,2658
1775447940405,key-14,1145
1775447940423,key-4,526
1775447940427,key-27,1466
1775447940457,key-29,162
1775447940468,key-15,2724
1775447940470,key-3,160
1775447940471,key-41,115
1775447940491,key-4,594
1775447940492,key-26,1332
1775447940511,key-24,102
1775447940551,key-4,654
1775447940555,key-31,1693
1775447940565,key-8,540
1775447940567,key-4,74
1775447940598,key-33,84
1775447940618,key-4,125
1775447940623,key-2,749
1775447940634,key-43,150
1775447940650,key-15,2906
1775447940679,key-46,94
1775447940684,key-37,100
1775447940694,key-44,201
1775447940703,key-20,312
1775447940745,key-33,231
1775447940758,key-13,893
1775447940760,key-45,209
1775447940776,key-41,124
1775447940791,key-7,205
1775447940835,key-50,99
1775447940837,key-45,95
1775447940852,key-44,359
1775447940889,key-41,237
1775447940890,key-13,1025
1775447940901,key-41,249
1775447940922,key-7,336
1775447940934,key-41,282
1775447940936,key-14,424
1775447940948,key-7,75
1775447940949,key-28,1874
1775447940959,key-33,445
1775447940962,key-9,98
1775447940963,key-13,1098
1775447940973,key-6,997
1775447940995,key-25,341
1775447941010,key-41,358
1775447941015,key-10,143
1775447941015,key-48,130
1775447941057,key-7,184
1775447941084,key-50,211
1775447941091,key-9,227
1775447941091,key-4,351
1775447941103,key-33,589
1775447941132,key-49,1490
1775447941139,key-16,1279
1775447941140,key-40,131
1775447941161,key-9,60
1775447941162,key-11,101
1775447941187,key-5,64
1775447941198,key-20,807
1775447941218,key-14,706
1775447941219,key-21,96
1775447941246,key-50,373
1775447941298,key-33,180
1775447941302,key-9,201
1775447941305,key-3,114
1775447941309,key-3,118
1775447941324,key-27,479
1775447941332,key-25,149
1775447941338,key-5,111
1775447941356,key-14,844
1775447941356,key-50,483
1775447941356,key-3,165
1775447941378,key-15,837
1775447941404,key-9,189
1775447941415,key-27,570
1775447941416,key-40,126
1775447941428,key-6,171
1775447941436,key-7,150
1775447941459,key-18,115
1775447941460,key-5,233
1775447941470,key-16,213
1775447941485,key-27,640
1775447941503,key-5,276
1775447941504,key-35,907
1775447941523,key-27,678
1775447941524,key-18,132
1775447941559,key-27,714
1775447941560,key-16,303
1775447941579,key-14,255
1775447941580,key-14,256
1775447941614,key-18,222
1775447941640,key-40,350
1775447941655,key-22,228
1775447941665,key-11,604
1775447941667,key-12,137
1775447941677,key-49,2035
1775447941685,key-10,488
1775447941702,key-12,172
1775447941707,key-43,1223
1775447941741,key-2,1867
1775447941765,key-10,568
1775447941798,key-29,1503
1775447941813,key-28,224
1775447941815,key-28,226
1775447941839,key-20,235
1775447941845,key-49,2203
1775447941848,key-8,117
1775447941853,key-49,2211
1775447941861,key-24,114
1775447941864,key-8,133
1775447941875,key-43,1391
1775447941886,key-12,356
1775447941894,key-11,833
1775447941933,key-8,202
1775447941937,key-26,77
1775447941939,key-9,80
1775447941945,key-20,341
1775447941946,key-28,357
1775447941946,key-47,363
1775447941978,key-41,177
1775447941980,key-29,1685
1775447941988,key-27,165
1775447941999,key-20,395
1775447942001,key-29,1706
1775447942015,key-47,69
1775447942016,key-47,70
1775447942021,key-43,86
1775447942037,key-17,451
1775447942040,key-12,94
1775447942044,key-49,204
1775447942045,key-30,176
1775447942053,key-22,193
1775447942053,key-9,194
1775447942053,key-37,344
1775447942054,key-38,2450
1775447942054,key-24,307
1775447942062,key-16,805
1775447942068,key-4,754
1775447942093,key-18,122
1775447942094,key-47,148
1775447942096,key-47,150
1775447942126,key-30,181
1775447942126,key-38,2522
1775447942126,key-47,180
1775447942131,key-11,1070
1775447942136,key-37,113
1775447942154,key-47,208
1775447942155,key-18,184
1775447942157,key-27,334
1775447942178,key-7,111
1775447942181,key-29,1886
1775447942204,key-37,181
1775447942212,key-37,189
1775447942238,key-18,267
1775447942241,key-47,295
1775447942255,key-40,120
1775447942256,key-30,120
1775447942263,key-37,240
1775447942296,key-29,2001
1775447942309,key-12,363
1775447942310,key-12,364
1775447942313,key-20,68
1775447942329,key-47,383
1775447942336,key-49,496
1775447942360,key-30,224
1775447942361,key-40,226
1775447942364,key-11,1303
1775447942365,key-38,2761
1775447942366,key-41,201
1775447942372,key-20,127
1775447942384,key-30,248
1775447942396,key-28,133
1775447942398,key-29,2103
1775447942412,key-9,267
1775447942426,key-40,171
1775447942437,key-43,162
1775447942450,key-49,610
1775447942457,key-44,174
1775447942473,key-22,613
1775447942478,key-11,1417
1775447942480,key-12,534
1775447942499,key-26,122
1775447942511,key-7,116
1775447942516,key-43,241
1775447942527,key-18,556
1775447942543,key-12,597
1775447942568,key-43,293
1775447942572,key-9,427
1775447942587,key-46,1061
1775447942588,key-11,1527
1775447942597,key-46,1071
1775447942600,key-45,131
1775447942603,key-49,763
1775447942630,key-29,2335
1775447942644,key-49,804
1775447942647,key-29,2352
1775447942651,key-27,105
1775447942664,key-11,1603
1775447942683,key-31,109
1775447942690,key-18,719
1775447942691,key-7,296
1775447942701,key-34,127
1775447942703,key-7,308
1775447942729,key-9,584
1775447942731,key-4,55
1775447942735,key-9,590
1775447942737,key-15,551
1775447942747,key-34,173
1775447942747,key-38,199
1775447942749,key-29,2454
1775447942749,key-32,103
1775447942784,key-50,123
1775447942789,key-32,143
1775447942798,key-32,152
1775447942818,key-50,157
1775447942821,key-12,117
