Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /kv/{key},20829,0,160.0,169.22383001039094,151.67912491597235,381.10179104842246,84.39459407556772,442.7351277465119,0.0,160,160,170,200,210,210,230,250,320,350,380
PUT,PUT /kv/{key},2351,0,1,2.702213193934454,0.5687922239303589,123.73450002633035,84.45384942577627,49.97216790686301,0.0,1,2,2,3,4,6,16,23,94,120,120
,Aggregated,23180,0,160.0,152.33460131602126,0.5687922239303589,381.10179104842246,84.40060396893874,492.7072956533749,0.0,160,160,160,190,210,210,220,250,320,350,380
