Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /kv/{key},20332,0,2,3.2954269768607904,0.460541108623147,97.34191605821252,93.84054692110958,1451.3318730823314,0.0,2,3,4,4,5,8,14,27,76,86,97
PUT,PUT /kv/{key},193,0,1206.6288751084358,1217.3635839820004,1206.6288751084358,1278.2652080059052,99.84455958549223,13.776660018930256,0.0,1200,1200,1200,1200,1200,1200,1300,1300,1300,1300,1300
,Aggregated,20525,0,2,14.711512448334211,0.460541108623147,1278.2652080059052,93.8970036540804,1465.1085331012616,0.0,2,3,4,4,6,8,26,77,1200,1300,1300
