Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /kv/{key},39107,0,2,2.376668132646735,0.453209038823843,122.09895811975002,84.32140026082287,542.7388931647818,0.0,2,2,2,3,4,5,9,18,65,110,120
PUT,PUT /kv/{key},4350,0,1205.1064998377115,1214.5243350652463,1205.1064998377115,1333.7818749714643,84.55103448275862,60.37062892236174,0.0,1200,1200,1200,1200,1200,1200,1200,1300,1300,1300,1300
,Aggregated,43457,0,2,123.7113748808532,0.453209038823843,1333.7818749714643,84.34438640495202,603.1095220871434,0.0,2,2,3,4,1200,1200,1200,1200,1300,1300,1300
