timestamp_ms,key,delta_ms
1775448110214,key-13,5
1775448110222,key-13,13
1775448110223,key-13,14
1775448110236,key-13,27
1775448110240,key-20,31
1775448110242,key-13,33
1775448110243,key-13,34
1775448110244,key-48,2
1775448110252,key-13,43
1775448110253,key-13,44
1775448110254,key-13,45
1775448110255,key-13,46
1775448110257,key-13,48
1775448110260,key-20,51
1775448110272,key-13,63
1775448110275,key-13,66
1775448110276,key-13,67
1775448110287,key-13,78
1775448110287,key-48,45
1775448110287,key-48,45
1775448110290,key-13,81
1775448110299,key-13,90
1775448110301,key-48,59
1775448110302,key-13,93
1775448110303,key-48,61
1775448110305,key-13,96
1775448110306,key-13,97
1775448110306,key-13,97
1775448110313,key-13,104
1775448110313,key-13,104
1775448110320,key-13,111
1775448110324,key-13,115
1775448110327,key-13,118
1775448110328,key-13,119
1775448110329,key-20,120
1775448110330,key-13,121
1775448110334,key-48,92
1775448110336,key-13,127
1775448110346,key-13,137
1775448110348,key-13,139
1775448110367,key-13,158
1775448110370,key-48,128
1775448110372,key-13,163
1775448110375,key-13,166
1775448110378,key-13,169
1775448110378,key-13,169
1775448110379,key-13,170
1775448110389,key-13,180
1775448110389,key-13,180
1775448110389,key-13,180
1775448110390,key-13,181
1775448110396,key-13,187
1775448110398,key-13,189
1775448110412,key-13,203
1775448110417,key-13,208
1775448110418,key-13,209
1775448110419,key-13,210
1775448110420,key-13,211
1775448110425,key-13,216
1775448110426,key-13,217
1775448110437,key-13,228
1775448110437,key-13,228
1775448110438,key-13,229
1775448110439,key-42,23
1775448110440,key-42,24
1775448110447,key-13,238
1775448110447,key-42,31
1775448110451,key-13,242
1775448110452,key-13,243
1775448110452,key-13,243
1775448110453,key-13,244
1775448110457,key-13,248
1775448110460,key-13,251
1775448110469,key-13,260
1775448110469,key-42,53
1775448110470,key-13,261
1775448110471,key-13,262
1775448110481,key-13,272
1775448110484,key-13,275
1775448110486,key-42,70
1775448110486,key-13,277
1775448110487,key-13,278
1775448110497,key-13,288
1775448110499,key-13,290
1775448110501,key-13,292
1775448110503,key-20,294
1775448110505,key-13,296
1775448110506,key-13,297
1775448110515,key-13,306
1775448110515,key-20,306
1775448110516,key-13,307
1775448110516,key-13,307
1775448110522,key-13,313
1775448110532,key-13,323
1775448110532,key-20,323
1775448110535,key-13,326
