Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],134290,0,150.0,145.43641713024797,7.487329000014142,959.3558860001394,103.0,446.25485652064293,0.0,150,160,170,180,190,250,280,350,500,630,960
,Aggregated,134290,0,150.0,145.43641713024797,7.487329000014142,959.3558860001394,103.0,446.25485652064293,0.0,150,160,170,180,190,250,280,350,500,630,960
