Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776750866,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776750867,10,,Aggregated,0.000000,0.000000,860,860,950,950,960,960,960,960,960,960,960,10,0,860.0,884.8873544484377,851.1866671033204,959.1867919079959,102.0
1776750868,20,,Aggregated,0.000000,0.000000,490,860,860,860,860,950,960,960,960,960,960,47,0,490.0,569.5545044331316,289.72170781344175,959.1867919079959,102.0
1776750869,30,,Aggregated,0.000000,0.000000,360,370,650,650,860,860,950,950,960,960,960,106,0,360.0,471.1768828235777,286.8150002323091,959.1867919079959,102.0
1776750870,40,,Aggregated,5.000000,0.000000,360,370,380,560,650,860,860,950,960,960,960,203,0,360.0,430.7626058746661,286.8150002323091,959.1867919079959,102.0
1776750871,50,,Aggregated,15.666667,0.000000,360,370,380,390,650,860,860,860,960,960,960,316,0,360.0,414.21361536206086,286.8150002323091,959.1867919079959,102.0
1776750872,60,,Aggregated,31.000000,0.000000,360,370,380,380,650,740,860,860,960,960,960,466,0,360.0,402.7539075266314,286.8150002323091,959.1867919079959,102.0
1776750873,70,,Aggregated,42.800000,0.000000,360,370,380,380,640,660,860,860,960,960,960,635,0,360.0,393.1105142151277,286.8150002323091,959.1867919079959,102.0
1776750874,80,,Aggregated,55.333333,0.000000,360,370,380,380,490,660,850,860,960,960,960,829,0,360.0,384.35367056515753,285.5376247316599,959.1867919079959,102.0
1776750875,80,,Aggregated,70.285714,0.000000,360,370,380,380,460,650,750,860,950,960,960,1030,0,360.0,380.1348086351583,285.5376247316599,959.1867919079959,102.0
1776750876,80,,Aggregated,84.375000,0.000000,360,370,370,380,450,650,740,860,950,960,960,1235,0,360.0,373.4296259560777,285.5376247316599,959.1867919079959,102.0
1776750877,80,,Aggregated,94.111111,0.000000,350,370,380,380,440,640,740,860,950,960,960,1464,0,350.0,370.8023957270732,285.5376247316599,959.1867919079959,102.0
1776750878,80,,Aggregated,108.100000,0.000000,350,370,380,380,440,530,680,850,950,960,960,1662,0,350.0,369.7332861879784,285.5376247316599,959.1867919079959,102.0
1776750879,80,,Aggregated,128.000000,0.000000,350,370,380,380,430,520,660,840,950,960,960,1880,0,350.0,368.58645357969317,285.5376247316599,959.1867919079959,102.0
1776750880,80,,Aggregated,148.200000,0.000000,350,370,380,380,440,500,660,750,950,960,960,2070,0,350.0,368.7874006901548,285.5376247316599,959.1867919079959,102.0
1776750881,80,,Aggregated,161.600000,0.000000,350,370,380,380,440,510,740,860,980,1000,1000,2234,0,350.0,371.76861989477794,285.5376247316599,1016.1995002999902,102.0
1776750882,80,,Aggregated,177.800000,0.000000,350,370,380,380,430,500,740,860,980,1000,1000,2471,0,350.0,370.2875227504947,285.5376247316599,1016.1995002999902,102.0
1776750883,80,,Aggregated,187.400000,0.000000,350,370,380,380,420,490,670,860,980,1000,1000,2647,0,350.0,369.1849497588113,285.5376247316599,1016.1995002999902,102.0
