Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],55940,0,330.0,394.1425105401181,282.75470808148384,13650.109833106399,102.20384340364676,185.89652764670132,0.0,330,350,360,380,430,540,890,1300,13000,14000,14000
,Aggregated,55940,0,330.0,394.1425105401181,282.75470808148384,13650.109833106399,102.20384340364676,185.89652764670132,0.0,330,350,360,380,430,540,890,1300,13000,14000,14000
