Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],88155,0,180.0,237.1940953630618,8.069830000067668,10888.348572999803,103.0,293.391550985919,0.0,180,220,250,270,360,480,780,1200,6800,9700,11000
,Aggregated,88155,0,180.0,237.1940953630618,8.069830000067668,10888.348572999803,103.0,293.391550985919,0.0,180,220,250,270,360,480,780,1200,6800,9700,11000
