Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],96766,0,170.0,214.4377479468716,7.471332000022812,2897.8915229999984,103.0,321.7006103418001,0.0,170,200,240,260,330,470,780,1100,2200,2300,2900
,Aggregated,96766,0,170.0,214.4377479468716,7.471332000022812,2897.8915229999984,103.0,321.7006103418001,0.0,170,200,240,260,330,470,780,1100,2200,2300,2900
