Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],6055,238,1100.0,7667.328694424135,2.2043079989089165,39780.63224700054,103.26804293971924,23.614458195191624,0.9281983568052199,1100,8700,9300,13000,25000,33000,38000,38000,39000,40000,40000
,Aggregated,6055,238,1100.0,7667.328694424135,2.2043079989089165,39780.63224700054,103.26804293971924,23.614458195191624,0.9281983568052199,1100,8700,9300,13000,25000,33000,38000,38000,39000,40000,40000
