round_name,email_latency_ms,inapp_latency_ms,success_rate,requests_per_sec,failures_per_sec,email_lag_avg,email_lag_max,inapp_lag_avg,inapp_lag_max,email_cpu_max,inapp_cpu_max,ingress_cpu_max,inapp_attempt_expected,inapp_attempt_observed,inapp_queue_wait_p95_ms,inapp_processing_p95_ms,inapp_end_to_end_p95_ms
round_3_very_slow_email_rerun,3000,20,1.0,27.7103755668999,0.0,0.0,0,0.0,0,1.5239397287368774,1.3814479112625122,16.222274780273438,115,0,,,
