replicas,requests_per_sec,failures_per_sec,p95_response_ms,p99_response_ms,email_worker_cpu_avg,email_worker_cpu_max,email_worker_mem_avg,email_worker_mem_max,ingress_cpu_avg,ingress_cpu_max,ingress_mem_avg,ingress_mem_max,email_worker_group_lag_avg,email_worker_group_lag_max
1,185.89652764670132,0.0,540.0,1300.0,0.30187154561281204,0.34658247232437134,26.85546875,26.85546875,45.408353167275585,89.3987808227539,39.5263671875,39.6484375,0.0,0
2,173.90421537324374,0.0,610.0,1800.0,5.2903744131326675,99.88906860351562,25.0,26.85546875,39.08381318052609,54.125431060791016,39.725748697916664,39.84375,0.0,0
4,183.90146438941466,0.0,700.0,1200.0,5.443356365586321,99.90887451171875,25.528971354166668,26.85546875,50.795418453216556,99.21761322021484,39.73958333333333,41.064453125,0.0,0
8,114.60143947090204,0.0,1600.0,3600.0,1.2761407472814121,5.894796371459961,25.191243489583336,26.85546875,49.38544543584188,88.69772338867188,43.45703125,43.45703125,0.0,0
