Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],52296,0,340.0,421.2777689159238,280.47508280724287,16168.736833147705,103.0,173.90421537324374,0.0,340,360,390,400,490,610,1000,1800,10000,15000,16000
,Aggregated,52296,0,340.0,421.2777689159238,280.47508280724287,16168.736833147705,103.0,173.90421537324374,0.0,340,360,390,400,490,610,1000,1800,10000,15000,16000
