timestamp_utc,total_lag
2026-04-21T07:02:40Z,0
2026-04-21T07:02:49Z,0
2026-04-21T07:02:58Z,0
2026-04-21T07:03:07Z,0
2026-04-21T07:03:15Z,0
2026-04-21T07:03:24Z,0
2026-04-21T07:03:32Z,0
2026-04-21T07:03:41Z,0
2026-04-21T07:03:50Z,0
2026-04-21T07:03:58Z,0
2026-04-21T07:04:07Z,0
2026-04-21T07:04:15Z,0
2026-04-21T07:04:24Z,0
2026-04-21T07:04:32Z,0
2026-04-21T07:04:41Z,0
2026-04-21T07:04:49Z,0
2026-04-21T07:04:57Z,0
2026-04-21T07:05:06Z,0
2026-04-21T07:05:15Z,0
2026-04-21T07:05:23Z,0
2026-04-21T07:05:32Z,0
2026-04-21T07:05:41Z,0
2026-04-21T07:05:49Z,0
2026-04-21T07:05:59Z,0
2026-04-21T07:06:07Z,0
2026-04-21T07:06:17Z,0
2026-04-21T07:06:26Z,0
2026-04-21T07:06:34Z,0
2026-04-21T07:06:44Z,0
2026-04-21T07:06:53Z,0
2026-04-21T07:07:01Z,0
2026-04-21T07:07:10Z,0
2026-04-21T07:07:20Z,0
2026-04-21T07:07:28Z,0
2026-04-21T07:07:37Z,0
2026-04-21T07:07:46Z,0
2026-04-21T07:07:54Z,0
2026-04-21T07:08:03Z,0
2026-04-21T07:08:12Z,0
2026-04-21T07:08:20Z,0
2026-04-21T07:08:29Z,0
2026-04-21T07:08:38Z,0
2026-04-21T07:08:47Z,0
2026-04-21T07:08:56Z,0
2026-04-21T07:09:04Z,0
2026-04-21T07:09:14Z,0
2026-04-21T07:09:23Z,0
2026-04-21T07:14:00Z,0
