Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [MIXED],8322,0,2100.0,2110.128381155375,175.0015890000327,4966.037508999989,103.0,27.7103755668999,0.0,2100,2300,2400,2500,2600,2800,2900,3100,3600,5000,5000
,Aggregated,8322,0,2100.0,2110.128381155375,175.0015890000327,4966.037508999989,103.0,27.7103755668999,0.0,2100,2300,2400,2500,2600,2800,2900,3100,3600,5000,5000
