Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776751714,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776751715,10,,Aggregated,0.000000,0.000000,810,810,810,810,820,820,820,820,820,820,820,10,0,810.0,807.1835458278656,797.4998336285353,822.3880417644978,103.0
1776751716,20,,Aggregated,0.000000,0.000000,330,710,720,800,810,810,820,820,820,820,820,49,0,330.0,495.35901192575693,297.8607499971986,822.3880417644978,103.0
1776751717,30,,Aggregated,0.000000,0.000000,340,360,470,640,720,800,810,810,820,820,820,124,0,340.0,426.24746541672897,294.8802919127047,822.3880417644978,103.0
1776751718,40,,Aggregated,16.500000,0.000000,320,340,360,390,640,720,810,810,820,820,820,233,0,320.0,387.92814557788324,290.78112496063113,822.3880417644978,103.0
1776751719,50,,Aggregated,33.000000,0.000000,320,330,350,360,620,710,800,810,820,820,820,340,0,320.0,373.7509481581476,290.78112496063113,822.3880417644978,103.0
1776751720,60,,Aggregated,49.500000,0.000000,320,330,340,360,620,660,720,810,820,820,820,502,0,320.0,364.56813769270315,290.78112496063113,822.3880417644978,103.0
1776751721,70,,Aggregated,65.000000,0.000000,320,330,340,350,600,640,720,800,820,820,820,690,0,320.0,358.1778123839826,290.78112496063113,822.3880417644978,103.0
1776751722,80,,Aggregated,77.000000,0.000000,320,330,340,340,370,640,690,800,820,820,820,903,0,320.0,353.34362153372297,290.78112496063113,822.3880417644978,103.0
1776751723,80,,Aggregated,89.857143,0.000000,320,330,330,340,370,620,670,720,810,820,820,1141,0,320.0,346.1330095363175,290.78112496063113,822.3880417644978,103.0
1776751724,80,,Aggregated,104.500000,0.000000,320,330,340,350,390,620,670,720,810,820,820,1344,0,320.0,346.80927760200575,290.78112496063113,822.3880417644978,103.0
1776751725,80,,Aggregated,118.666667,0.000000,320,330,340,340,370,600,660,710,810,820,820,1579,0,320.0,342.8509559947113,290.78112496063113,822.3880417644978,103.0
1776751726,80,,Aggregated,126.400000,0.000000,320,330,340,350,390,480,660,700,810,820,820,1757,0,320.0,344.4346080324255,290.78112496063113,822.3880417644978,103.0
1776751727,80,,Aggregated,150.300000,0.000000,320,330,350,360,390,430,640,680,810,820,820,1985,0,320.0,344.58710372879614,290.78112496063113,822.3880417644978,103.0
1776751728,80,,Aggregated,168.400000,0.000000,320,330,340,350,390,420,640,670,810,820,820,2185,0,320.0,342.9499803530798,290.78112496063113,822.3880417644978,103.0
1776751729,80,,Aggregated,180.600000,0.000000,320,340,350,360,390,470,640,670,810,820,820,2425,0,320.0,346.5302933040123,290.78112496063113,822.3880417644978,103.0
1776751730,80,,Aggregated,194.700000,0.000000,320,340,350,360,390,440,640,670,810,820,820,2645,0,320.0,344.94761213614464,290.78112496063113,822.3880417644978,103.0
1776751731,80,,Aggregated,202.000000,0.000000,330,340,350,360,390,490,620,660,810,820,820,2840,0,330.0,346.58175671430513,290.78112496063113,822.3880417644978,103.0
1776751732,80,,Aggregated,209.800000,0.000000,330,340,350,360,390,460,620,660,810,820,820,3060,0,330.0,345.3275191647859,290.78112496063113,822.3880417644978,103.0
1776751733,80,,Aggregated,213.200000,0.000000,330,340,350,360,390,440,620,660,810,820,820,3272,0,330.0,345.60572480840364,290.78112496063113,822.3880417644978,103.0
1776751734,80,,Aggregated,213.000000,0.000000,330,340,350,360,390,430,620,660,810,820,820,3489,0,330.0,346.4438046767024,290.78112496063113,822.3880417644978,103.0
1776751735,80,,Aggregated,212.400000,0.000000,330,340,350,360,390,430,610,660,810,820,820,3690,0,330.0,345.36292023658956,290.3440408408642,822.3880417644978,103.0
1776751736,80,,Aggregated,213.900000,0.000000,330,340,350,360,390,420,600,640,810,820,820,3909,0,330.0,345.1964379567963,283.5696251131594,822.3880417644978,103.0
