timestamp_ms,key,delta_ms
1775447490413,key-29,32
1775447490429,key-24,47
1775447491697,key-24,44
1775447491704,key-24,51
1775447491728,key-25,378
1775447491754,key-46,404
1775447492136,key-50,483
1775447492655,key-4,37
1775447493147,key-4,529
1775447493386,key-41,23
1775447493394,key-17,464
1775447493659,key-1,18
1775447493660,key-41,47
1775447493672,key-37,309
1775447493979,key-35,31
1775447494207,key-46,2857
1775447494411,key-41,6
1775447494423,key-19,49
1775447494474,key-46,3124
1775447494522,key-4,111
1775447494560,key-15,2186
1775447494595,key-18,191
1775447494867,key-25,210
1775447494943,key-32,27
1775447495151,key-24,300
1775447495408,key-15,287
1775447495546,key-41,121
1775447495571,key-29,135
1775447495742,key-10,52
1775447496380,key-33,217
1775447496411,key-39,14
1775447496722,key-20,46
1775447496923,key-20,247
1775447497417,key-38,43
1775447497643,key-23,21
1775447497701,key-39,4
1775447497728,key-20,353
1775447497866,key-1,241
1775447497904,key-17,229
1775447497959,key-31,1313
1775447498385,key-27,20
1775447498392,key-5,12
1775447498653,key-43,324
1775447498673,key-14,275
1775447498676,key-31,2030
1775447498735,key-41,1060
1775447498750,key-8,102
1775447498864,key-23,511
1775447498876,key-28,45
1775447498939,key-38,761
1775447499150,key-50,1733
1775447499230,key-15,66
1775447499257,key-15,93
1775447499489,key-49,122
1775447499618,key-3,149
1775447499643,key-1,752
1775447499662,key-47,64
1775447499670,key-34,46
1775447499939,key-1,1048
1775447499942,key-31,23
1775447499956,key-27,40
1775447500149,key-28,15
1775447500167,key-28,33
1775447500430,key-34,226
1775447500490,key-14,1408
1775447500637,key-43,185
1775447500645,key-1,28
1775447500652,key-48,745
1775447500666,key-35,49
1775447500713,key-8,2065
1775447500878,key-35,16
1775447500890,key-12,15
1775447500914,key-35,52
1775447500917,key-35,55
1775447501160,key-1,17
1775447501194,key-29,57
1775447501213,key-12,51
1775447501228,key-16,66
1775447501284,key-19,122
1775447501474,key-17,598
1775447501690,key-44,309
1775447501699,key-16,301
1775447501736,key-46,5
1775447501736,key-25,374
1775447501755,key-10,88
1775447501923,key-47,49
1775447501939,key-16,65
1775447501948,key-11,69
1775447502161,key-21,21
1775447502449,key-10,5
1775447502532,key-2,128
1775447502706,key-37,114
1775447503167,key-13,218
1775447503349,key-48,153
1775447503409,key-36,434
1775447503421,key-12,90
1775447503424,key-7,422
1775447503426,key-13,477
1775447503454,key-33,61
1775447503459,key-12,128
1775447503696,key-14,80
1775447503708,key-8,49
1775447503713,key-9,48
1775447503738,key-27,39
1775447503839,key-40,185
1775447503897,key-27,11
1775447504025,key-2,69
1775447504251,key-9,20
1775447504278,key-24,47
1775447504413,key-14,210
1775447504672,key-37,18
1775447504685,key-41,9
1775447504731,key-35,56
1775447504930,key-25,230
1775447504965,key-14,48
1775447505007,key-14,90
1775447505008,key-3,562
1775447505041,key-20,44
1775447505451,key-10,1244
1775447505466,key-1,231
1775447505519,key-49,55
1775447505731,key-13,85
1775447506171,key-23,223
1775447506210,key-12,336
1775447506211,key-24,301
1775447506268,key-39,28
1775447506343,key-50,166
1775447506397,key-45,187
1775447506431,key-9,19
1775447506464,key-43,128
1775447506721,key-12,73
1775447506833,key-38,124
1775447506873,key-18,398
1775447506897,key-3,149
1775447506930,key-48,75
1775447507137,key-12,489
1775447507175,key-30,24
1775447507202,key-12,10
1775447507205,key-2,100
1775447507416,key-4,243
1775447507500,key-42,21
1775447507522,key-24,120
1775447507674,key-1,502
1775447507699,key-31,90
1775447507729,key-31,22
1775447508225,key-10,44
1775447508228,key-26,28
1775447508270,key-20,139
1775447508299,key-41,155
1775447508481,key-46,95
1775447508686,key-44,41
1775447508715,key-3,47
1775447508759,key-18,21
1775447508781,key-26,65
1775447508806,key-12,37
1775447508860,key-5,103
1775447508923,key-31,82
1775447509292,key-30,205
1775447509380,key-20,198
1775447509382,key-15,183
1775447509514,key-16,687
1775447509584,key-20,402
1775447509599,key-44,162
1775447509638,key-50,259
1775447509687,key-6,28
1775447509735,key-50,356
1775447509736,key-8,56
1775447509939,key-50,86
1775447509982,key-9,1568
1775447510005,key-9,1591
1775447510032,key-10,14
1775447510035,key-14,123
1775447510106,key-10,88
1775447510171,key-16,489
1775447510251,key-39,1818
1775447510468,key-12,1060
1775447510470,key-22,1718
1775447510498,key-38,283
1775447510507,key-17,79
1775447510625,key-14,713
1775447510649,key-9,24
1775447510723,key-9,98
1775447510796,key-45,91
1775447510950,key-27,5
1775447510975,key-39,29
1775447511185,key-46,71
1775447511320,key-16,138
1775447511474,key-20,78
1775447511499,key-13,80
1775447511503,key-32,1299
1775447511696,key-44,249
1775447511771,key-41,30
1775447511899,key-18,34
1775447512208,key-40,200
1775447512228,key-40,220
1775447512253,key-40,245
1775447512270,key-29,17
1775447512469,key-34,24
1775447512604,key-43,30
1775447512730,key-37,636
1775447512854,key-37,760
1775447513132,key-12,34
1775447513205,key-27,42
1775447513279,key-15,141
1775447513383,key-27,220
1775447513456,key-7,874
1775447513552,key-21,146
1775447513563,key-21,157
1775447513643,key-46,207
1775447513839,key-15,103
1775447513858,key-17,5
1775447514066,key-39,119
1775447514129,key-17,276
1775447514237,key-8,81
1775447514270,key-1,20
1775447514337,key-34,404
1775447514471,key-44,54
1775447514658,key-45,241
1775447514995,key-8,216
1775447515023,key-1,773
1775447515107,key-1,31
1775447515443,key-7,16
1775447515475,key-30,322
1775447515532,key-35,49
1775447515560,key-24,134
1775447515620,key-48,680
1775447515623,key-36,65
1775447515641,key-2,130
1775447515709,key-35,226
1775447515822,key-2,44
1775447516186,key-45,30
1775447516198,key-45,42
1775447516217,key-44,1622
1775447516227,key-23,247
1775447516280,key-49,84
1775447516283,key-1,50
1775447516332,key-33,16
1775447516413,key-7,97
1775447516449,key-36,88
1775447516479,key-24,148
1775447516479,key-41,93
1775447516500,key-12,56
1775447516662,key-30,251
1775447516687,key-18,243
1775447516775,key-12,31
1775447516867,key-28,142
1775447517071,key-36,44
1775447517227,key-33,35
1775447517247,key-44,100
1775447517261,key-48,80
1775447517306,key-12,128
1775447517459,key-15,949
1775447517484,key-2,27
