timestamp_ms,key,delta_ms
1775447893083,key-42,73
1775447893122,key-42,112
1775447893231,key-14,68
1775447893261,key-37,150
1775447893433,key-13,225
1775447893434,key-37,323
1775447893563,key-37,452
1775447893564,key-37,453
1775447893655,key-13,447
1775447893706,key-37,595
1775447893788,key-37,677
1775447893804,key-37,693
1775447893818,key-13,610
1775447893859,key-37,748
1775447893877,key-13,669
1775447893934,key-37,823
1775447894054,key-13,846
1775447894100,key-37,989
1775447894146,key-39,146
1775447894169,key-19,128
1775447894171,key-39,171
1775447894233,key-39,233
1775447894246,key-37,1135
1775447894294,key-40,194
1775447894353,key-39,353
1775447894359,key-37,1248
1775447894391,key-37,1280
1775447894411,key-19,370
1775447894430,key-3,178
1775447894434,key-40,334
1775447894434,key-19,393
1775447894443,key-13,235
1775447894485,key-37,1374
1775447894486,key-16,192
1775447894496,key-40,396
1775447894504,key-37,1393
1775447894523,key-37,1412
1775447894543,key-3,291
1775447894552,key-37,1441
1775447894558,key-40,458
1775447894571,key-39,571
1775447894611,key-14,1448
1775447894638,key-16,126
1775447894639,key-3,387
1775447894677,key-37,1566
1775447894680,key-37,1569
1775447894696,key-16,184
1775447894728,key-37,1617
1775447894759,key-48,154
1775447894766,key-3,514
1775447894774,key-41,314
1775447894812,key-6,84
1775447894836,key-6,108
1775447894856,key-39,856
1775447894872,key-16,360
1775447894874,key-48,269
1775447894877,key-37,1766
1775447894897,key-4,191
1775447894910,key-28,644
1775447894947,key-6,219
1775447894952,key-46,170
1775447894961,key-40,861
1775447894962,key-6,234
1775447894971,key-46,189
1775447895029,key-40,929
1775447895069,key-39,1069
1775447895072,key-43,55
1775447895079,key-37,1968
1775447895096,key-41,108
1775447895098,key-31,109
1775447895104,key-46,322
1775447895120,key-46,338
1775447895134,key-28,868
1775447895149,key-6,421
1775447895149,key-31,160
1775447895168,key-31,179
1775447895169,key-46,387
1775447895201,key-40,1101
1775447895221,key-40,1121
1775447895223,key-41,235
1775447895236,key-43,219
1775447895250,key-40,1150
1775447895252,key-2,170
1775447895257,key-46,475
1775447895294,key-41,306
1775447895317,key-31,328
1775447895320,key-43,303
1775447895325,key-31,336
1775447895356,key-43,339
1775447895365,key-2,283
1775447895395,key-6,667
1775447895396,key-19,1355
1775447895401,key-46,619
1775447895403,key-41,415
1775447895432,key-7,93
1775447895445,key-7,106
1775447895448,key-46,666
1775447895455,key-45,243
1775447895482,key-43,465
1775447895483,key-2,401
1775447895487,key-7,148
1775447895495,key-41,507
1775447895497,key-31,508
1775447895498,key-2,416
1775447895499,key-40,1399
1775447895517,key-45,305
1775447895525,key-6,797
1775447895526,key-37,2415
1775447895527,key-41,539
1775447895531,key-43,514
1775447895543,key-46,761
1775447895544,key-43,527
1775447895569,key-46,787
1775447895575,key-34,175
1775447895581,key-41,593
1775447895590,key-45,378
1775447895601,key-2,519
1775447895604,key-37,2493
1775447895609,key-2,527
1775447895618,key-2,536
1775447895618,key-39,1618
1775447895619,key-9,115
1775447895629,key-46,847
1775447895629,key-16,1117
1775447895635,key-46,853
1775447895636,key-6,908
1775447895641,key-41,653
1775447895645,key-42,107
1775447895663,key-46,881
1775447895664,key-41,676
1775447895664,key-42,126
1775447895673,key-6,945
1775447895680,key-9,176
1775447895684,key-2,602
1775447895692,key-2,610
1775447895696,key-43,679
1775447895698,key-45,486
1775447895702,key-37,2591
1775447895706,key-16,1194
1775447895712,key-9,208
1775447895718,key-45,506
1775447895736,key-42,198
1775447895748,key-16,1236
1775447895748,key-16,1236
1775447895756,key-16,1244
1775447895757,key-1,184
1775447895761,key-42,223
1775447895777,key-37,2666
1775447895779,key-39,1779
1775447895780,key-42,242
1775447895794,key-46,1012
1775447895799,key-2,717
1775447895827,key-14,2664
1775447895840,key-37,2729
1775447895847,key-21,444
1775447895849,key-45,637
1775447895850,key-34,450
1775447895854,key-17,381
1775447895862,key-9,358
1775447895867,key-2,785
1775447895883,key-16,1371
1775447895892,key-2,810
1775447895904,key-16,1392
1775447895908,key-42,370
1775447895909,key-5,148
1775447895925,key-2,843
1775447895927,key-34,527
1775447895928,key-45,716
1775447895931,key-2,849
1775447895937,key-38,137
1775447895938,key-5,177
1775447895941,key-40,1841
1775447895951,key-39,1951
1775447895952,key-2,870
1775447895962,key-2,880
1775447895965,key-1,392
1775447895968,key-21,565
1775447895974,key-5,213
1775447895984,key-42,446
1775447895991,key-34,591
1775447895997,key-9,493
1775447895998,key-2,916
1775447895999,key-45,787
1775447896013,key-2,931
1775447896013,key-5,252
1775447896018,key-2,936
1775447896019,key-40,1919
1775447896024,key-2,942
1775447896032,key-1,459
1775447896035,key-39,2035
1775447896036,key-38,96
1775447896042,key-16,1530
1775447896054,key-38,114
1775447896058,key-5,297
1775447896066,key-39,2066
1775447896081,key-21,678
1775447896096,key-34,696
1775447896107,key-2,1025
1775447896112,key-13,1904
1775447896122,key-39,2122
1775447896135,key-7,796
1775447896139,key-30,54
1775447896141,key-34,741
1775447896143,key-39,2143
1775447896147,key-17,674
1775447896147,key-2,1065
1775447896165,key-38,225
1775447896167,key-39,2167
1775447896175,key-2,1093
1775447896176,key-39,2176
1775447896200,key-2,1118
1775447896203,key-45,991
1775447896205,key-17,732
1775447896207,key-21,804
1775447896207,key-44,438
1775447896217,key-38,277
1775447896228,key-7,889
1775447896228,key-21,825
1775447896229,key-48,649
1775447896232,key-30,147
1775447896232,key-13,2024
1775447896236,key-10,436
1775447896245,key-17,772
1775447896275,key-46,1493
1775447896277,key-39,2277
1775447896280,key-5,119
1775447896281,key-13,2073
1775447896287,key-13,2079
1775447896293,key-4,1587
1775447896296,key-37,3185
