timestamp_ms,key,delta_ms
1775448132548,key-2,32
1775448132560,key-2,44
1775448132565,key-2,49
1775448132633,key-2,117
1775448132653,key-2,137
1775448132668,key-2,152
1775448132700,key-2,184
1775448132701,key-2,185
1775448132701,key-34,30
1775448132720,key-2,204
1775448132744,key-34,73
1775448132757,key-2,241
1775448132774,key-34,103
1775448132810,key-34,139
1775448132824,key-27,4
1775448132824,key-34,153
1775448132831,key-27,11
1775448132856,key-11,36
1775448132866,key-34,195
1775448132868,key-27,48
1775448132871,key-34,200
1775448132879,key-27,59
1775448132924,key-27,104
1775448132949,key-8,79
1775448132959,key-8,89
1775448132976,key-27,156
1775448132980,key-8,110
1775448133007,key-34,336
1775448133026,key-8,156
1775448133060,key-5,137
1775448133090,key-5,167
1775448133124,key-36,35
1775448133149,key-36,60
1775448133181,key-5,258
1775448133183,key-36,93
1775448133196,key-36,107
1775448133221,key-27,401
1775448133242,key-5,319
1775448133272,key-27,452
1775448133272,key-36,183
1775448133272,key-5,349
1775448133273,key-5,350
1775448133273,key-5,350
1775448133273,key-36,184
1775448133293,key-27,473
1775448133300,key-5,377
1775448133306,key-27,486
1775448133311,key-8,441
1775448133324,key-5,401
1775448133326,key-5,403
1775448133329,key-31,765
1775448133341,key-5,418
1775448133341,key-5,418
1775448133343,key-8,473
1775448133358,key-31,794
1775448133372,key-31,808
1775448133372,key-5,449
1775448133383,key-31,819
1775448133388,key-5,465
1775448133391,key-8,521
1775448133405,key-8,535
1775448133413,key-5,490
1775448133441,key-5,518
1775448133511,key-42,16
1775448133524,key-31,960
1775448133568,key-42,73
1775448133686,key-42,191
1775448133705,key-36,18
1775448133707,key-42,212
1775448133709,key-5,13
1775448133720,key-5,24
1775448133755,key-42,260
1775448133756,key-42,261
1775448133756,key-5,60
1775448133756,key-32,49
1775448133757,key-36,70
1775448133759,key-5,63
1775448133770,key-5,74
1775448133777,key-5,81
1775448133778,key-5,82
1775448133781,key-5,85
1775448133784,key-5,88
1775448133787,key-36,100
1775448133792,key-42,297
1775448133793,key-5,97
1775448133794,key-5,98
1775448133802,key-5,106
1775448133808,key-5,112
1775448133828,key-5,132
1775448133833,key-5,137
1775448133834,key-42,339
1775448133838,key-5,142
1775448133848,key-42,353
1775448133849,key-5,153
1775448133861,key-5,165
1775448133861,key-5,165
1775448133875,key-5,179
1775448133875,key-42,380
1775448133880,key-5,184
1775448133892,key-5,196
1775448133892,key-5,196
1775448133894,key-42,399
1775448133894,key-5,198
1775448133900,key-5,204
