timestamp_ms,key,delta_ms
1775447633303,key-30,182
1775447633304,key-30,183
1775447633323,key-30,202
1775447633333,key-30,212
1775447633337,key-30,216
1775447633338,key-30,217
1775447633347,key-30,226
1775447633363,key-30,242
1775447633383,key-30,262
1775447633411,key-30,290
1775447633420,key-30,299
1775447633427,key-30,306
1775447633454,key-30,333
1775447633455,key-30,334
1775447633455,key-30,334
1775447633456,key-30,335
1775447633480,key-30,359
1775447633486,key-30,365
1775447633502,key-30,381
1775447633503,key-30,382
1775447633511,key-30,390
1775447633513,key-30,392
1775447633514,key-30,393
1775447633516,key-30,395
1775447633517,key-30,396
1775447633521,key-30,400
1775447633530,key-30,409
1775447633538,key-30,417
1775447633566,key-30,445
1775447633566,key-30,445
1775447633571,key-30,450
1775447633583,key-30,462
1775447633610,key-30,489
1775447633617,key-30,496
1775447633621,key-30,500
1775447633627,key-30,506
1775447633649,key-30,528
1775447633683,key-30,562
1775447633687,key-30,566
1775447633688,key-30,567
1775447633691,key-30,570
1775447633693,key-30,572
1775447633694,key-30,573
1775447633702,key-30,581
1775447633707,key-30,586
1775447633723,key-30,602
1775447633741,key-30,620
1775447633755,key-30,634
1775447633757,key-30,636
1775447633764,key-30,643
1775447633772,key-30,651
1775447633777,key-30,656
1775447633789,key-30,668
1775447633808,key-30,687
1775447633808,key-30,687
1775447633835,key-30,714
1775447633839,key-30,718
1775447633848,key-30,727
1775447633863,key-30,742
1775447633864,key-30,743
1775447633869,key-30,748
1775447633878,key-30,757
1775447633879,key-30,758
1775447633883,key-30,762
1775447633889,key-30,768
1775447633926,key-30,805
1775447633935,key-30,814
1775447633956,key-30,835
1775447633957,key-30,836
1775447633959,key-30,838
1775447633975,key-30,854
1775447633976,key-30,855
1775447633982,key-30,861
1775447633999,key-30,878
1775447634003,key-30,882
1775447634016,key-30,895
1775447634022,key-30,901
1775447634045,key-30,924
1775447634046,key-30,925
1775447634055,key-30,934
1775447634055,key-30,934
1775447634063,key-30,942
1775447634066,key-30,945
1775447634076,key-30,955
1775447634111,key-30,990
1775447634111,key-30,990
1775447634117,key-30,996
1775447634129,key-30,1008
1775447634132,key-30,1011
1775447634138,key-30,1017
1775447634138,key-30,1017
1775447634143,key-30,1022
1775447634148,key-30,1027
1775447634163,key-30,1042
1775447634178,key-30,1057
1775447634179,key-30,1058
1775447634180,key-30,1059
1775447634243,key-30,1122
1775447634258,key-30,1137
1775447634260,key-30,1139
1775447634264,key-30,1143
1775447634264,key-30,1143
1775447634265,key-30,1144
1775447634265,key-30,1144
1775447634266,key-30,1145
1775447634266,key-30,1145
1775447634266,key-30,1145
1775447634266,key-30,1145
1775447634267,key-30,1146
1775447634279,key-30,1158
1775447634285,key-30,1164
1775447634287,key-30,1166
1775447634288,key-30,1167
1775447634288,key-30,1167
1775447634289,key-30,1168
1775447634311,key-30,1190
1775447634313,key-30,1192
1775447634316,key-30,1195
1775447634317,key-30,1196
1775447634337,key-30,1216
1775447634338,key-30,1217
1775447634339,key-30,1218
1775447634352,key-30,1231
1775447634353,key-30,1232
1775447634365,key-30,1244
1775447634367,key-30,1246
1775447634384,key-30,1263
1775447634387,key-30,1266
1775447634391,key-30,1270
