Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /kv/{key},2767,0,3,3.6320495150780037,0.6569998804479837,71.26154191792011,99.85001807011203,67.51652934097456,0.0,3,4,4,5,6,8,11,16,50,71,71
PUT,PUT /kv/{key},2791,0,1207.2027921676636,1218.7282817577727,1207.2027921676636,1339.4682919606566,99.82622715872448,68.10214434067943,0.0,1200,1200,1200,1200,1200,1200,1300,1300,1300,1300,1300
,Aggregated,5558,0,1200.0,613.803619178511,0.6569998804479837,1339.4682919606566,99.83807124865059,135.61867368165397,0.0,1200,1200,1200,1200,1200,1200,1200,1300,1300,1300,1300
