Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /kv/{key},341,0,3,4.338322715325789,0.8443749975413084,65.12141600251198,99.82111436950147,7.923629089876757,0.0,3,4,5,5,7,9,14,22,65,65,65
PUT,PUT /kv/{key},3017,0,1207.8047080431134,1223.7076994789813,1207.8047080431134,1492.942166980356,99.81670533642692,70.10436646380697,0.0,1200,1200,1200,1200,1200,1200,1300,1300,1500,1500,1500
,Aggregated,3358,0,1200.0,1099.8825185747507,0.8443749975413084,1492.942166980356,99.81715306730196,78.02799555368372,0.0,1200,1200,1200,1200,1200,1200,1300,1300,1500,1500,1500
