timestamp_ms,key,delta_ms
1775447218101,key-28,15
1775447218129,key-24,43
1775447218151,key-32,23
1775447218178,key-28,92
1775447218194,key-24,108
1775447218213,key-22,29
1775447218220,key-32,92
1775447218221,key-24,135
1775447218222,key-24,136
1775447218236,key-24,150
1775447218238,key-32,110
1775447218239,key-41,20
1775447218266,key-32,138
1775447218299,key-41,80
1775447218299,key-41,80
1775447218300,key-24,214
1775447218300,key-24,214
1775447218302,key-28,216
1775447218318,key-24,232
1775447218323,key-28,237
1775447218323,key-22,139
1775447218337,key-24,250
1775447218345,key-28,259
1775447218347,key-24,261
1775447218348,key-32,220
1775447218353,key-41,134
1775447218357,key-41,138
1775447218386,key-7,139
1775447218387,key-28,301
1775447218389,key-24,303
1775447218389,key-32,261
1775447218409,key-28,323
1775447218412,key-28,326
1775447218423,key-28,337
1775447218431,key-7,184
1775447218437,key-22,253
1775447218448,key-28,362
1775447218467,key-28,381
1775447218469,key-32,341
1775447218476,key-28,390
1775447218483,key-22,299
1775447218491,key-41,272
1775447218491,key-28,405
1775447218515,key-32,387
1775447218522,key-7,275
1775447218535,key-37,23
1775447218552,key-37,40
1775447218555,key-37,43
1775447218569,key-32,441
1775447218570,key-7,323
1775447218583,key-28,497
1775447218584,key-28,498
1775447218586,key-34,139
1775447218601,key-22,417
1775447218613,key-7,366
1775447218613,key-28,527
1775447218616,key-7,369
1775447218618,key-7,371
1775447218634,key-7,387
1775447218639,key-22,455
1775447218644,key-28,558
1775447218667,key-32,539
1775447218668,key-37,156
1775447218697,key-22,513
1775447218698,key-28,612
1775447218706,key-7,459
1775447218720,key-7,473
1775447218721,key-7,474
1775447218749,key-7,502
1775447218749,key-37,237
1775447218752,key-7,505
1775447218753,key-32,625
1775447218753,key-28,667
1775447218754,key-28,668
1775447218754,key-37,242
1775447218754,key-41,535
1775447218754,key-32,626
1775447218754,key-7,507
1775447218754,key-28,668
1775447218774,key-7,527
1775447218775,key-32,647
1775447218775,key-7,528
1775447218784,key-7,537
1775447218786,key-28,700
1775447218790,key-7,543
1775447218793,key-7,546
1775447218793,key-28,707
1775447218807,key-7,560
1775447218808,key-32,680
1775447218808,key-7,561
1775447218808,key-7,561
1775447218810,key-28,724
1775447218818,key-7,571
1775447218829,key-28,743
1775447218840,key-32,712
1775447218841,key-7,594
1775447218847,key-7,600
1775447218847,key-7,600
1775447218857,key-7,610
1775447218857,key-32,729
1775447218872,key-7,625
1775447218873,key-28,787
1775447218882,key-7,635
1775447218882,key-7,635
1775447218883,key-7,636
1775447218891,key-32,762
1775447218905,key-7,658
1775447218908,key-7,661
1775447218908,key-32,780
1775447218912,key-32,784
1775447218920,key-28,834
1775447218921,key-32,793
1775447218931,key-7,684
1775447218940,key-7,693
1775447218941,key-7,694
1775447218941,key-32,813
1775447218955,key-7,708
1775447218967,key-7,720
1775447218972,key-28,886
1775447218973,key-32,845
1775447218985,key-7,738
1775447218996,key-32,868
1775447218996,key-4,31
1775447218997,key-32,869
1775447218997,key-7,750
1775447219001,key-7,754
1775447219004,key-7,757
1775447219008,key-28,922
1775447219034,key-45,69
1775447219038,key-6,65
1775447219042,key-40,493
1775447219053,key-28,967
1775447219060,key-6,87
1775447219075,key-45,110
1775447219075,key-6,102
1775447219078,key-7,831
1775447219079,key-7,832
1775447219110,key-7,863
1775447219111,key-45,146
1775447219120,key-28,1034
1775447219127,key-28,1041
1775447219132,key-28,1046
1775447219148,key-42,56
1775447219161,key-28,1075
1775447219162,key-45,197
1775447219174,key-7,927
1775447219177,key-28,1091
1775447219178,key-34,731
1775447219186,key-34,739
1775447219195,key-28,1109
1775447219205,key-34,758
1775447219206,key-19,48
1775447219226,key-19,68
1775447219226,key-7,979
1775447219231,key-24,1145
1775447219232,key-34,785
1775447219248,key-7,1001
1775447219250,key-34,803
1775447219252,key-19,94
1775447219273,key-28,1187
1775447219293,key-7,1046
1775447219294,key-19,136
1775447219320,key-19,162
1775447219322,key-7,1075
1775447219349,key-19,191
1775447219354,key-34,907
1775447219382,key-7,1135
1775447219389,key-7,1142
1775447219390,key-29,255
1775447219391,key-7,1144
1775447219412,key-7,1165
1775447219413,key-12,107
1775447219415,key-45,450
1775447219429,key-24,1343
1775447219437,key-19,279
1775447219468,key-19,310
1775447219469,key-29,334
1775447219489,key-24,1403
1775447219489,key-7,1242
1775447219490,key-7,1243
1775447219518,key-7,1271
1775447219519,key-45,554
1775447219539,key-24,1453
1775447219554,key-19,396
1775447219554,key-24,1468
1775447219569,key-45,604
1775447219585,key-45,620
1775447219592,key-24,1506
1775447219608,key-24,1522
1775447219610,key-29,475
1775447219679,key-19,521
1775447219689,key-29,554
1775447219716,key-24,1630
1775447219727,key-45,762
1775447219737,key-3,79
1775447219737,key-24,1651
1775447219740,key-24,1654
1775447219758,key-3,100
1775447219759,key-24,1673
1775447219759,key-16,34
1775447219761,key-3,103
1775447219767,key-3,109
1775447219769,key-45,804
1775447219769,key-4,804
1775447219774,key-4,809
1775447219782,key-45,817
1775447219788,key-3,130
1775447219792,key-16,67
1775447219795,key-3,137
1775447219804,key-24,1718
1775447219804,key-24,1718
1775447219805,key-24,1719
1775447219810,key-37,42
1775447219812,key-31,470
1775447219822,key-24,1736
1775447219837,key-31,495
1775447219842,key-24,1756
1775447219844,key-3,186
1775447219844,key-24,1758
1775447219852,key-24,1766
1775447219853,key-19,45
1775447219861,key-16,136
1775447219866,key-16,141
1775447219867,key-16,142
1775447219880,key-19,72
1775447219880,key-16,155
1775447219881,key-42,789
1775447219883,key-16,158
1775447219884,key-3,226
1775447219891,key-7,1644
1775447219900,key-37,132
1775447219902,key-16,177
1775447219902,key-19,94
1775447219903,key-16,178
1775447219914,key-24,1828
1775447219930,key-16,205
1775447219942,key-16,217
1775447219951,key-32,1823
1775447219953,key-19,145
1775447219954,key-16,229
1775447219960,key-16,235
1775447219960,key-3,302
1775447219964,key-40,32
1775447219988,key-16,263
1775447219991,key-42,30
1775447220006,key-16,281
1775447220028,key-16,303
1775447220029,key-32,28
1775447220036,key-47,5
1775447220036,key-3,378
1775447220039,key-3,381
1775447220041,key-3,383
1775447220042,key-16,317
1775447220052,key-3,394
1775447220052,key-43,917
1775447220064,key-3,406
1775447220076,key-47,45
1775447220076,key-22,1892
1775447220081,key-3,423
1775447220083,key-3,425
1775447220085,key-3,427
1775447220086,key-47,55
1775447220092,key-29,957
1775447220096,key-3,438
1775447220115,key-47,84
1775447220120,key-47,89
1775447220127,key-3,469
1775447220136,key-12,830
1775447220137,key-3,479
1775447220137,key-47,106
1775447220138,key-2,47
1775447220145,key-29,1010
1775447220152,key-29,1017
1775447220161,key-2,70
1775447220187,key-29,1052
1775447220189,key-12,883
1775447220189,key-42,228
1775447220201,key-32,200
1775447220212,key-29,1077
1775447220216,key-47,185
1775447220231,key-47,200
1775447220232,key-32,231
1775447220233,key-12,18
1775447220236,key-16,511
1775447220237,key-47,206
1775447220245,key-40,313
1775447220250,key-32,249
1775447220255,key-45,1290
1775447220266,key-45,1301
1775447220270,key-32,269
1775447220270,key-45,1305
1775447220274,key-16,549
1775447220278,key-36,1225
1775447220285,key-12,70
1775447220285,key-47,254
1775447220290,key-43,1155
1775447220298,key-45,1333
1775447220302,key-32,301
1775447220302,key-20,62
1775447220305,key-47,274
1775447220318,key-12,103
1775447220318,key-45,1353
1775447220326,key-16,601
1775447220333,key-47,302
1775447220334,key-47,303
1775447220336,key-9,29
1775447220370,key-47,339
1775447220379,key-45,1414
1775447220399,key-9,92
1775447220408,key-47,377
1775447220417,key-22,2233
1775447220424,key-36,1371
1775447220429,key-29,25
1775447220437,key-28,172
1775447220437,key-28,172
1775447220452,key-29,48
1775447220452,key-28,187
1775447220456,key-28,191
1775447220456,key-47,425
1775447220461,key-47,430
1775447220476,key-34,36
1775447220480,key-28,215
1775447220488,key-30,51
1775447220489,key-29,85
1775447220495,key-28,230
1775447220501,key-34,61
1775447220507,key-29,103
1775447220520,key-28,255
1775447220521,key-28,256
1775447220531,key-14,61
1775447220550,key-36,1497
1775447220568,key-29,164
1775447220569,key-29,165
1775447220576,key-8,47
1775447220577,key-6,1604
1775447220585,key-29,181
1775447220586,key-29,182
1775447220587,key-14,117
1775447220593,key-29,189
1775447220627,key-7,2380
1775447220632,key-36,1579
1775447220638,key-6,1665
1775447220658,key-37,890
1775447220670,key-29,266
1775447220678,key-29,274
1775447220705,key-6,1732
1775447220706,key-37,938
1775447220716,key-7,2469
1775447220718,key-6,1745
1775447220726,key-29,322
1775447220731,key-43,1596
1775447220750,key-6,1777
1775447220750,key-43,1615
1775447220750,key-9,443
1775447220754,key-36,1701
1775447220754,key-30,317
1775447220755,key-43,1620
1775447220755,key-37,987
1775447220755,key-12,540
1775447220755,key-43,1620
1775447220766,key-43,1631
1775447220769,key-43,1634
1775447220782,key-29,378
1775447220783,key-37,1015
1775447220784,key-43,1649
1775447220792,key-43,1657
1775447220794,key-43,1659
1775447220798,key-6,1825
1775447220798,key-43,1663
1775447220799,key-43,1664
1775447220803,key-12,588
1775447220806,key-28,541
1775447220817,key-43,1682
1775447220819,key-43,1684
1775447220822,key-43,1687
1775447220829,key-34,388
1775447220833,key-26,593
1775447220834,key-12,619
1775447220837,key-43,1702
1775447220843,key-31,628
1775447220844,key-43,1709
1775447220846,key-31,631
1775447220866,key-28,601
1775447220867,key-12,652
1775447220869,key-24,498
1775447220869,key-26,629
1775447220870,key-43,1735
1775447220879,key-31,664
1775447220887,key-43,1752
1775447220889,key-28,624
1775447220892,key-31,677
1775447220896,key-49,895
1775447220898,key-28,633
1775447220909,key-24,538
1775447220916,key-47,186
1775447220920,key-26,680
1775447220925,key-43,1790
1775447220925,key-14,455
1775447220925,key-47,195
1775447220928,key-28,663
1775447220937,key-47,207
1775447220938,key-43,1803
1775447220945,key-47,215
1775447220947,key-7,2700
1775447220961,key-47,231
1775447220961,key-47,231
1775447220973,key-34,533
1775447220975,key-24,604
1775447220984,key-47,254
1775447220994,key-36,14
1775447220995,key-30,15
1775447220995,key-27,15
1775447220996,key-41,60
1775447220997,key-28,732
1775447220998,key-27,18
1775447220998,key-27,18
1775447221000,key-47,270
1775447221002,key-32,55
1775447221004,key-27,24
1775447221007,key-27,27
1775447221018,key-27,38
1775447221027,key-27,47
1775447221035,key-36,55
1775447221036,key-12,821
1775447221038,key-27,58
1775447221039,key-27,59
1775447221051,key-27,71
1775447221051,key-27,71
1775447221052,key-17,18
1775447221053,key-27,73
1775447221054,key-27,74
1775447221073,key-17,39
1775447221075,key-27,95
1775447221077,key-27,97
1775447221077,key-27,97
1775447221078,key-29,674
1775447221081,key-20,59
1775447221084,key-36,104
1775447221087,key-27,107
1775447221088,key-27,108
1775447221088,key-27,108
1775447221093,key-19,1285
1775447221103,key-49,1102
1775447221105,key-49,1104
1775447221113,key-2,1022
1775447221113,key-14,643
1775447221116,key-29,712
1775447221117,key-17,83
1775447221118,key-29,714
1775447221118,key-19,1310
1775447221120,key-27,140
1775447221135,key-17,101
1775447221138,key-7,2891
1775447221138,key-27,158
1775447221141,key-27,161
1775447221141,key-7,2894
1775447221142,key-27,162
1775447221157,key-17,8
1775447221161,key-17,12
1775447221164,key-14,694
1775447221166,key-29,762
1775447221173,key-17,24
1775447221176,key-27,196
1775447221189,key-7,2942
1775447221191,key-17,42
1775447221191,key-10,49
1775447221205,key-17,56
1775447221206,key-12,991
1775447221212,key-7,2965
1775447221213,key-27,233
1775447221219,key-12,1004
1775447221219,key-17,70
1775447221220,key-6,2247
1775447221224,key-6,2251
1775447221224,key-14,754
1775447221237,key-12,1022
1775447221238,key-6,2265
1775447221239,key-14,769
1775447221247,key-12,1032
1775447221249,key-6,2276
1775447221252,key-17,103
1775447221259,key-37,339
1775447221264,key-17,115
1775447221267,key-17,118
1775447221268,key-10,126
1775447221269,key-17,120
1775447221270,key-6,2297
1775447221273,key-12,1058
1775447221282,key-12,1067
1775447221284,key-49,1283
1775447221284,key-17,135
