Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /kv/{key},11044,0,100.0,85.19826329671868,51.07049993239343,243.81574988365173,75.57442955450924,612.7174598555516,0.0,100,100,100,100,110,110,120,140,210,240,240
PUT,PUT /kv/{key},110,0,610.0,607.5018272735178,602.2448751609772,648.0146660469472,82.83636363636364,6.102763544378004,0.0,610,610,610,610,610,630,640,640,650,650,650
,Aggregated,11154,0,100.0,90.34918601838336,51.07049993239343,648.0146660469472,75.64604626143088,618.8202233999297,0.0,100,100,100,100,110,110,130,240,610,640,650
