replicas,requests_per_sec,failures_per_sec,p95_response_ms,p99_response_ms,email_worker_cpu_avg,email_worker_cpu_max,email_worker_mem_avg,email_worker_mem_max,ingress_cpu_avg,ingress_cpu_max,ingress_mem_avg,ingress_mem_max,email_worker_group_lag_avg,email_worker_group_lag_max
1,293.391550985919,0.0,480.0,1200.0,14.578940994727116,99.57662963867188,19.087727864583336,26.85546875,89.84542592366536,99.21761322021484,42.289225260416664,43.45703125,0.0,0
2,321.7006103418001,0.0,470.0,1100.0,0.6661710321903229,1.392022728919983,25.305989583333332,26.85546875,69.51405232747396,93.42253875732422,43.45703125,43.45703125,0.0,0
4,434.7887334717598,0.0,260.0,380.0,5.487802887956301,89.06709289550781,24.94873046875,25.9765625,78.68155463536581,99.48420715332031,42.27864583333333,42.48046875,0.0,0
8,446.25485652064293,0.0,250.0,350.0,25.10201985668391,99.52061462402344,14.5538330078125,26.07421875,82.8481653581063,99.63960266113281,42.3095703125,42.48046875,0.0,0
