timestamp_utc,total_lag
2026-04-21T09:34:06Z,0
2026-04-21T09:34:14Z,0
2026-04-21T09:34:22Z,0
2026-04-21T09:34:31Z,0
2026-04-21T09:34:39Z,0
2026-04-21T09:34:47Z,0
2026-04-21T09:34:55Z,0
2026-04-21T09:35:04Z,0
2026-04-21T09:35:12Z,0
2026-04-21T09:35:21Z,0
2026-04-21T09:35:29Z,0
2026-04-21T09:35:37Z,0
2026-04-21T09:35:45Z,0
2026-04-21T09:35:54Z,0
2026-04-21T09:36:04Z,0
2026-04-21T09:36:12Z,0
2026-04-21T09:36:21Z,0
2026-04-21T09:36:30Z,0
2026-04-21T09:36:38Z,0
2026-04-21T09:36:46Z,0
2026-04-21T09:36:54Z,0
2026-04-21T09:37:03Z,0
2026-04-21T09:37:11Z,0
2026-04-21T09:37:19Z,0
2026-04-21T09:37:29Z,0
2026-04-21T09:37:37Z,0
2026-04-21T09:37:45Z,0
2026-04-21T09:37:55Z,0
2026-04-21T09:38:05Z,0
2026-04-21T09:38:12Z,0
2026-04-21T09:38:21Z,0
2026-04-21T09:38:29Z,0
2026-04-21T09:38:37Z,0
2026-04-21T09:38:45Z,0
2026-04-21T09:38:53Z,0
2026-04-21T09:39:01Z,0
2026-04-21T09:39:10Z,0
2026-04-21T09:39:18Z,0
2026-04-21T09:39:26Z,0
2026-04-21T09:39:35Z,0
2026-04-21T09:39:43Z,0
2026-04-21T09:39:52Z,0
2026-04-21T09:40:00Z,0
2026-04-21T09:40:07Z,0
2026-04-21T09:40:16Z,0
2026-04-21T09:40:24Z,0
2026-04-21T09:40:32Z,0
2026-04-21T09:40:40Z,0
2026-04-21T09:40:47Z,0
2026-04-21T09:40:55Z,0
2026-04-21T09:41:04Z,0
2026-04-21T09:41:12Z,0
2026-04-21T09:41:20Z,0
2026-04-21T09:41:28Z,0
2026-04-21T09:41:36Z,0
2026-04-21T09:41:44Z,0
2026-04-21T09:41:52Z,0
2026-04-21T09:42:00Z,0
2026-04-21T09:42:09Z,0
