Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],10761,0,840.0,1844.3447530452543,144.3540430000212,8113.216087000183,103.0,25.58213898614647,0.0,840,1000,4200,4400,4800,4900,5200,5700,6400,8100,8100
,Aggregated,10761,0,840.0,1844.3447530452543,144.3540430000212,8113.216087000183,103.0,25.58213898614647,0.0,840,1000,4200,4400,4800,4900,5200,5700,6400,8100,8100
