timestamp_utc,total_lag
2026-04-21T08:36:08Z,0
2026-04-21T08:36:20Z,0
2026-04-21T08:36:32Z,0
2026-04-21T08:36:44Z,0
2026-04-21T08:36:56Z,0
2026-04-21T08:37:08Z,0
2026-04-21T08:37:19Z,0
2026-04-21T08:37:32Z,0
2026-04-21T08:37:44Z,0
2026-04-21T08:37:57Z,0
2026-04-21T08:38:08Z,0
2026-04-21T08:38:19Z,0
2026-04-21T08:38:30Z,0
2026-04-21T08:38:41Z,0
2026-04-21T08:38:52Z,0
2026-04-21T08:39:06Z,0
2026-04-21T08:39:17Z,0
2026-04-21T08:39:29Z,0
2026-04-21T08:39:40Z,0
2026-04-21T08:39:51Z,0
2026-04-21T08:40:07Z,0
2026-04-21T08:40:17Z,0
2026-04-21T08:40:29Z,0
2026-04-21T08:40:40Z,0
2026-04-21T08:40:51Z,0
2026-04-21T08:41:03Z,0
2026-04-21T08:41:14Z,0
2026-04-21T08:41:27Z,0
2026-04-21T08:41:38Z,0
2026-04-21T08:41:50Z,0
2026-04-21T08:42:05Z,0
2026-04-21T08:42:18Z,0
2026-04-21T08:42:32Z,0
2026-04-21T08:42:43Z,0
2026-04-21T08:42:55Z,0
2026-04-21T08:43:07Z,0
2026-04-21T08:43:18Z,0
2026-04-21T08:43:35Z,0
