email_worker_replicas,success_rate,requests_per_sec,failures_per_sec,p95_response_ms,p99_response_ms,peak_lag,time_to_recover_sec,email_worker_cpu_max,email_worker_mem_max,ingress_cpu_max,ingress_mem_max,task_set_changed,interesting_event_count
4,1.0,25.58213898614647,0.0,4900.0,5700.0,0,0.0,2.4284329414367676,27.24609375,11.273601531982422,42.7734375,False,0
