Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /notifications [EMAIL],130785,0,150.0,150.39539424728594,8.147528999870701,3025.403489999917,103.0,434.7887334717598,0.0,150,160,170,180,200,260,300,380,1100,2800,3000
,Aggregated,130785,0,150.0,150.39539424728594,8.147528999870701,3025.403489999917,103.0,434.7887334717598,0.0,150,160,170,180,200,260,300,380,1100,2800,3000
